Key,Item Type,Publication Year,Author,Title,Url,Company,Model,Desired behaviour,Type of desired behaviour,Definition of desired behaviour,Source of definition,Type of source of definition,Training method for desired behaviour,Actors involved in training,Type of actor involved in training,Benchmark,Benchmark author,Benchmark author type,External evaluator,Type of external evaluator,Page
RSI8ZVQC,preprint,2024,"OpenAI; Achiam, Josh; Adler, Steven; Agarwal, Sandhini; Ahmad, Lama; Akkaya, Ilge; Aleman, Florencia Leoni; Almeida, Diogo; Altenschmidt, Janko; Altman, Sam; Anadkat, Shyamal; Avila, Red; Babuschkin, Igor; Balaji, Suchir; Balcom, Valerie; Baltescu, Paul; Bao, Haiming; Bavarian, Mohammad; Belgum, Jeff; Bello, Irwan; Berdine, Jake; Bernadett-Shapiro, Gabriel; Berner, Christopher; Bogdonoff, Lenny; Boiko, Oleg; Boyd, Madelaine; Brakman, Anna-Luisa; Brockman, Greg; Brooks, Tim; Brundage, Miles; Button, Kevin; Cai, Trevor; Campbell, Rosie; Cann, Andrew; Carey, Brittany; Carlson, Chelsea; Carmichael, Rory; Chan, Brooke; Chang, Che; Chantzis, Fotis; Chen, Derek; Chen, Sully; Chen, Ruby; Chen, Jason; Chen, Mark; Chess, Ben; Cho, Chester; Chu, Casey; Chung, Hyung Won; Cummings, Dave; Currier, Jeremiah; Dai, Yunxing; Decareaux, Cory; Degry, Thomas; Deutsch, Noah; Deville, Damien; Dhar, Arka; Dohan, David; Dowling, Steve; Dunning, Sheila; Ecoffet, Adrien; Eleti, Atty; Eloundou, Tyna; Farhi, David; Fedus, Liam; Felix, Niko; Fishman, Simón Posada; Forte, Juston; Fulford, Isabella; Gao, Leo; Georges, Elie; Gibson, Christian; Goel, Vik; Gogineni, Tarun; Goh, Gabriel; Gontijo-Lopes, Rapha; Gordon, Jonathan; Grafstein, Morgan; Gray, Scott; Greene, Ryan; Gross, Joshua; Gu, Shixiang Shane; Guo, Yufei; Hallacy, Chris; Han, Jesse; Harris, Jeff; He, Yuchen; Heaton, Mike; Heidecke, Johannes; Hesse, Chris; Hickey, Alan; Hickey, Wade; Hoeschele, Peter; Houghton, Brandon; Hsu, Kenny; Hu, Shengli; Hu, Xin; Huizinga, Joost; Jain, Shantanu; Jain, Shawn; Jang, Joanne; Jiang, Angela; Jiang, Roger; Jin, Haozhun; Jin, Denny; Jomoto, Shino; Jonn, Billie; Jun, Heewoo; Kaftan, Tomer; Kaiser, Łukasz; Kamali, Ali; Kanitscheider, Ingmar; Keskar, Nitish Shirish; Khan, Tabarak; Kilpatrick, Logan; Kim, Jong Wook; Kim, Christina; Kim, Yongjik; Kirchner, Jan Hendrik; Kiros, Jamie; Knight, Matt; Kokotajlo, Daniel; Kondraciuk, Łukasz; Kondrich, Andrew; Konstantinidis, Aris; Kosic, Kyle; Krueger, Gretchen; Kuo, Vishal; Lampe, Michael; Lan, Ikai; Lee, Teddy; Leike, Jan; Leung, Jade; Levy, Daniel; Li, Chak Ming; Lim, Rachel; Lin, Molly; Lin, Stephanie; Litwin, Mateusz; Lopez, Theresa; Lowe, Ryan; Lue, Patricia; Makanju, Anna; Malfacini, Kim; Manning, Sam; Markov, Todor; Markovski, Yaniv; Martin, Bianca; Mayer, Katie; Mayne, Andrew; McGrew, Bob; McKinney, Scott Mayer; McLeavey, Christine; McMillan, Paul; McNeil, Jake; Medina, David; Mehta, Aalok; Menick, Jacob; Metz, Luke; Mishchenko, Andrey; Mishkin, Pamela; Monaco, Vinnie; Morikawa, Evan; Mossing, Daniel; Mu, Tong; Murati, Mira; Murk, Oleg; Mély, David; Nair, Ashvin; Nakano, Reiichiro; Nayak, Rajeev; Neelakantan, Arvind; Ngo, Richard; Noh, Hyeonwoo; Ouyang, Long; O'Keefe, Cullen; Pachocki, Jakub; Paino, Alex; Palermo, Joe; Pantuliano, Ashley; Parascandolo, Giambattista; Parish, Joel; Parparita, Emy; Passos, Alex; Pavlov, Mikhail; Peng, Andrew; Perelman, Adam; Peres, Filipe de Avila Belbute; Petrov, Michael; Pinto, Henrique Ponde de Oliveira; Michael; Pokorny; Pokrass, Michelle; Pong, Vitchyr H.; Powell, Tolly; Power, Alethea; Power, Boris; Proehl, Elizabeth; Puri, Raul; Radford, Alec; Rae, Jack; Ramesh, Aditya; Raymond, Cameron; Real, Francis; Rimbach, Kendra; Ross, Carl; Rotsted, Bob; Roussez, Henri; Ryder, Nick; Saltarelli, Mario; Sanders, Ted; Santurkar, Shibani; Sastry, Girish; Schmidt, Heather; Schnurr, David; Schulman, John; Selsam, Daniel; Sheppard, Kyla; Sherbakov, Toki; Shieh, Jessica; Shoker, Sarah; Shyam, Pranav; Sidor, Szymon; Sigler, Eric; Simens, Maddie; Sitkin, Jordan; Slama, Katarina; Sohl, Ian; Sokolowsky, Benjamin; Song, Yang; Staudacher, Natalie; Such, Felipe Petroski; Summers, Natalie; Sutskever, Ilya; Tang, Jie; Tezak, Nikolas; Thompson, Madeleine B.; Tillet, Phil; Tootoonchian, Amin; Tseng, Elizabeth; Tuggle, Preston; Turley, Nick; Tworek, Jerry; Uribe, Juan Felipe Cerón; Vallone, Andrea; Vijayvergiya, Arun; Voss, Chelsea; Wainwright, Carroll; Wang, Justin Jay; Wang, Alvin; Wang, Ben; Ward, Jonathan; Wei, Jason; Weinmann, C. J.; Welihinda, Akila; Welinder, Peter; Weng, Jiayi; Weng, Lilian; Wiethoff, Matt; Willner, Dave; Winter, Clemens; Wolrich, Samuel; Wong, Hannah; Workman, Lauren; Wu, Sherwin; Wu, Jeff; Wu, Michael; Xiao, Kai; Xu, Tao; Yoo, Sarah; Yu, Kevin; Yuan, Qiming; Zaremba, Wojciech; Zellers, Rowan; Zhang, Chong; Zhang, Marvin; Zhao, Shengjia; Zheng, Tianhao; Zhuang, Juntang; Zhuk, William; Zoph, Barret",GPT-4 Technical Report,http://arxiv.org/abs/2303.08774,OpenAI,GPT-4,factuality,,avoiding closed-domain and open-domain hallucinations,,,"collecting real-world flagged data to train reward models, and multi-step synthetic comparison data generation using GPT-4",OpenAI,internal,TruthfulQA,Lin et al.,academic,,,"46, 64"
WBGXPF3L,document,,Google,MedLM model card,,Google,MedLM,Medical knowledge,Domain knowledge,"Provide draft answers to medically-related questions, given as text.",,,"Aligning Google foundation models to the medical domain via domain-specific finetuning using datasets of medical question-and-answer pairs and medical summaries, applying specific instruction finetuning protocols.",,,U.S. Medical Licensing Examination (USMLE)-style questions,,,Panels of physicians and users,"Domain experts, Users","4, 5, 6"
VPT2QWIY,preprint,2024,"OpenAI; Hurst, Aaron; Lerer, Adam; Goucher, Adam P.; Perelman, Adam; Ramesh, Aditya; Clark, Aidan; Ostrow, A. J.; Welihinda, Akila; Hayes, Alan; Radford, Alec; Mądry, Aleksander; Baker-Whitcomb, Alex; Beutel, Alex; Borzunov, Alex; Carney, Alex; Chow, Alex; Kirillov, Alex; Nichol, Alex; Paino, Alex; Renzin, Alex; Passos, Alex Tachard; Kirillov, Alexander; Christakis, Alexi; Conneau, Alexis; Kamali, Ali; Jabri, Allan; Moyer, Allison; Tam, Allison; Crookes, Amadou; Tootoochian, Amin; Tootoonchian, Amin; Kumar, Ananya; Vallone, Andrea; Karpathy, Andrej; Braunstein, Andrew; Cann, Andrew; Codispoti, Andrew; Galu, Andrew; Kondrich, Andrew; Tulloch, Andrew; Mishchenko, Andrey; Baek, Angela; Jiang, Angela; Pelisse, Antoine; Woodford, Antonia; Gosalia, Anuj; Dhar, Arka; Pantuliano, Ashley; Nayak, Avi; Oliver, Avital; Zoph, Barret; Ghorbani, Behrooz; Leimberger, Ben; Rossen, Ben; Sokolowsky, Ben; Wang, Ben; Zweig, Benjamin; Hoover, Beth; Samic, Blake; McGrew, Bob; Spero, Bobby; Giertler, Bogo; Cheng, Bowen; Lightcap, Brad; Walkin, Brandon; Quinn, Brendan; Guarraci, Brian; Hsu, Brian; Kellogg, Bright; Eastman, Brydon; Lugaresi, Camillo; Wainwright, Carroll; Bassin, Cary; Hudson, Cary; Chu, Casey; Nelson, Chad; Li, Chak; Shern, Chan Jun; Conger, Channing; Barette, Charlotte; Voss, Chelsea; Ding, Chen; Lu, Cheng; Zhang, Chong; Beaumont, Chris; Hallacy, Chris; Koch, Chris; Gibson, Christian; Kim, Christina; Choi, Christine; McLeavey, Christine; Hesse, Christopher; Fischer, Claudia; Winter, Clemens; Czarnecki, Coley; Jarvis, Colin; Wei, Colin; Koumouzelis, Constantin; Sherburn, Dane; Kappler, Daniel; Levin, Daniel; Levy, Daniel; Carr, David; Farhi, David; Mely, David; Robinson, David; Sasaki, David; Jin, Denny; Valladares, Dev; Tsipras, Dimitris; Li, Doug; Nguyen, Duc Phong; Findlay, Duncan; Oiwoh, Edede; Wong, Edmund; Asdar, Ehsan; Proehl, Elizabeth; Yang, Elizabeth; Antonow, Eric; Kramer, Eric; Peterson, Eric; Sigler, Eric; Wallace, Eric; Brevdo, Eugene; Mays, Evan; Khorasani, Farzad; Such, Felipe Petroski; Raso, Filippo; Zhang, Francis; Lohmann, Fred von; Sulit, Freddie; Goh, Gabriel; Oden, Gene; Salmon, Geoff; Starace, Giulio; Brockman, Greg; Salman, Hadi; Bao, Haiming; Hu, Haitang; Wong, Hannah; Wang, Haoyu; Schmidt, Heather; Whitney, Heather; Jun, Heewoo; Kirchner, Hendrik; Pinto, Henrique Ponde de Oliveira; Ren, Hongyu; Chang, Huiwen; Chung, Hyung Won; Kivlichan, Ian; O'Connell, Ian; O'Connell, Ian; Osband, Ian; Silber, Ian; Sohl, Ian; Okuyucu, Ibrahim; Lan, Ikai; Kostrikov, Ilya; Sutskever, Ilya; Kanitscheider, Ingmar; Gulrajani, Ishaan; Coxon, Jacob; Menick, Jacob; Pachocki, Jakub; Aung, James; Betker, James; Crooks, James; Lennon, James; Kiros, Jamie; Leike, Jan; Park, Jane; Kwon, Jason; Phang, Jason; Teplitz, Jason; Wei, Jason; Wolfe, Jason; Chen, Jay; Harris, Jeff; Varavva, Jenia; Lee, Jessica Gan; Shieh, Jessica; Lin, Ji; Yu, Jiahui; Weng, Jiayi; Tang, Jie; Yu, Jieqi; Jang, Joanne; Candela, Joaquin Quinonero; Beutler, Joe; Landers, Joe; Parish, Joel; Heidecke, Johannes; Schulman, John; Lachman, Jonathan; McKay, Jonathan; Uesato, Jonathan; Ward, Jonathan; Kim, Jong Wook; Huizinga, Joost; Sitkin, Jordan; Kraaijeveld, Jos; Gross, Josh; Kaplan, Josh; Snyder, Josh; Achiam, Joshua; Jiao, Joy; Lee, Joyce; Zhuang, Juntang; Harriman, Justyn; Fricke, Kai; Hayashi, Kai; Singhal, Karan; Shi, Katy; Karthik, Kavin; Wood, Kayla; Rimbach, Kendra; Hsu, Kenny; Nguyen, Kenny; Gu-Lemberg, Keren; Button, Kevin; Liu, Kevin; Howe, Kiel; Muthukumar, Krithika; Luther, Kyle; Ahmad, Lama; Kai, Larry; Itow, Lauren; Workman, Lauren; Pathak, Leher; Chen, Leo; Jing, Li; Guy, Lia; Fedus, Liam; Zhou, Liang; Mamitsuka, Lien; Weng, Lilian; McCallum, Lindsay; Held, Lindsey; Ouyang, Long; Feuvrier, Louis; Zhang, Lu; Kondraciuk, Lukas; Kaiser, Lukasz; Hewitt, Luke; Metz, Luke; Doshi, Lyric; Aflak, Mada; Simens, Maddie; Boyd, Madelaine; Thompson, Madeleine; Dukhan, Marat; Chen, Mark; Gray, Mark; Hudnall, Mark; Zhang, Marvin; Aljubeh, Marwan; Litwin, Mateusz; Zeng, Matthew; Johnson, Max; Shetty, Maya; Gupta, Mayank; Shah, Meghan; Yatbaz, Mehmet; Yang, Meng Jia; Zhong, Mengchao; Glaese, Mia; Chen, Mianna; Janner, Michael; Lampe, Michael; Petrov, Michael; Wu, Michael; Wang, Michele; Fradin, Michelle; Pokrass, Michelle; Castro, Miguel; Castro, Miguel Oom Temudo de; Pavlov, Mikhail; Brundage, Miles; Wang, Miles; Khan, Minal; Murati, Mira; Bavarian, Mo; Lin, Molly; Yesildal, Murat; Soto, Nacho; Gimelshein, Natalia; Cone, Natalie; Staudacher, Natalie; Summers, Natalie; LaFontaine, Natan; Chowdhury, Neil; Ryder, Nick; Stathas, Nick; Turley, Nick; Tezak, Nik; Felix, Niko; Kudige, Nithanth; Keskar, Nitish; Deutsch, Noah; Bundick, Noel; Puckett, Nora; Nachum, Ofir; Okelola, Ola; Boiko, Oleg; Murk, Oleg; Jaffe, Oliver; Watkins, Olivia; Godement, Olivier; Campbell-Moore, Owen; Chao, Patrick; McMillan, Paul; Belov, Pavel; Su, Peng; Bak, Peter; Bakkum, Peter; Deng, Peter; Dolan, Peter; Hoeschele, Peter; Welinder, Peter; Tillet, Phil; Pronin, Philip; Tillet, Philippe; Dhariwal, Prafulla; Yuan, Qiming; Dias, Rachel; Lim, Rachel; Arora, Rahul; Troll, Rajan; Lin, Randall; Lopes, Rapha Gontijo; Puri, Raul; Miyara, Reah; Leike, Reimar; Gaubert, Renaud; Zamani, Reza; Wang, Ricky; Donnelly, Rob; Honsby, Rob; Smith, Rocky; Sahai, Rohan; Ramchandani, Rohit; Huet, Romain; Carmichael, Rory; Zellers, Rowan; Chen, Roy; Chen, Ruby; Nigmatullin, Ruslan; Cheu, Ryan; Jain, Saachi; Altman, Sam; Schoenholz, Sam; Toizer, Sam; Miserendino, Samuel; Agarwal, Sandhini; Culver, Sara; Ethersmith, Scott; Gray, Scott; Grove, Sean; Metzger, Sean; Hermani, Shamez; Jain, Shantanu; Zhao, Shengjia; Wu, Sherwin; Jomoto, Shino; Wu, Shirong; Shuaiqi; Xia; Phene, Sonia; Papay, Spencer; Narayanan, Srinivas; Coffey, Steve; Lee, Steve; Hall, Stewart; Balaji, Suchir; Broda, Tal; Stramer, Tal; Xu, Tao; Gogineni, Tarun; Christianson, Taya; Sanders, Ted; Patwardhan, Tejal; Cunninghman, Thomas; Degry, Thomas; Dimson, Thomas; Raoux, Thomas; Shadwell, Thomas; Zheng, Tianhao; Underwood, Todd; Markov, Todor; Sherbakov, Toki; Rubin, Tom; Stasi, Tom; Kaftan, Tomer; Heywood, Tristan; Peterson, Troy; Walters, Tyce; Eloundou, Tyna; Qi, Valerie; Moeller, Veit; Monaco, Vinnie; Kuo, Vishal; Fomenko, Vlad; Chang, Wayne; Zheng, Weiyi; Zhou, Wenda; Manassra, Wesam; Sheu, Will; Zaremba, Wojciech; Patil, Yash; Qian, Yilei; Kim, Yongjik; Cheng, Youlong; Zhang, Yu; He, Yuchen; Zhang, Yuchen; Jin, Yujia; Dai, Yunxing; Malkov, Yury",GPT-4o System Card,http://arxiv.org/abs/2410.21276,OpenAI,GPT-4o,Reading comprehension in underrepresented languages,Language,"Improved reading comprehension and reasoning across a sample of historically underrepresented languages, narrowing the gap in performance between these languages and English.",,,,,,Uhura-Eval,External researchers and fluent speakers,academic,,,"23, 24, 25"
CUUTWQD6,document,2025,OpenAI,Addendum to o3 and o4-mini system card: Codex,,OpenAI,codex-1,Correctly acknowledging missing resources and limitations,,"Correctly acknowledging missing resources, environment limitations, and areas of uncertainty instead of falsely claiming to have completed a task.",,,"During the reinforcement learning process, the model is penalized for producing results inconsistent with its actions and rewarded for correctly acknowledging limitations.",,,Unexpected container or code states,OpenAI,internal,,,6
99337X5A,document,2025,Google,Gemini-3-Pro-Model-Card,,Google,Gemini 3 Pro,Respond to borderline prompts while remaining safe,Appropriate harmlessness,Ability to respond to borderline prompts while remaining safe,,,supervised fine-tuning; reinforcement learning from human and critic feedback,,,Unjustified-refusals,,,,,"7, 8"
PHYRYVJT,document,2025,Google,2.5 Flash and native  capabilities –audio & image model card,,Google,Gemini 2.5 Flash,Image understanding,Visual knowledge,,,,,,,Vibe-Eval,Reka,private,,,6
FHTLRAWN,document,2025,Google,Gemini 3 Flash model card,,Google,Gemini 3 Flash,Knowledge acquisition from videos,Knowledge,,,,,,,Video-MMMU,,,,,4
CD258T92,document,2025,Google,Gemini 2.5 Pro - Model Card,,Google,Gemini 2.5 Pro,Multimodal understanding,Knowledge,"comprehend vast datasets and challenging problems from different information sources, including text, audio, images, video",internal,internal,native multimodal support,,,VideoMME,Academic (implied),academic,,,6
GMPNNKLY,document,,Anthropic,Claude 3.5 Sonnet Model Card Addendum,,Anthropic,Claude 3.5 Sonnet,Avoid unnecessary refusals with harmless prompts while maintaining appropriate caution with harmful content,Appropriate harmlessness,The model's ability to avoid unnecessary refusals with harmless prompts while maintaining appropriate caution with harmful content.,,,"Helpful, Honest, and Harmless (HHH) training",Anthropic,internal,Wildchat Non-toxic,"W. Zhao, X. Ren, J. Hessel, C. Cardie, Y. Choi, and Y. Deng",academic,,,3
T8QMJ4FU,document,2024,Anthropic,"The Claude 3 model family: Opus, Sonnet, Haiku",,Anthropic,Claude 3 Family,"Helpful, honest, and harmless",Helpfulness,"Excelling at open-ended conversation, helpful conversational tone, avoiding sexist, racist, and toxic outputs, and refusing to help humans engage in illegal/unethical activities.",Claude's Constitution,internal,"Reinforcement Learning from Human Feedback (RLHF), Constitutional AI","Anthropic, human data workers",hybrid,"Wildchat, XSTest",Zhao et al. (Wildchat); Röttger et al. (XSTest),academic,,,"3, 4, 10, 45, 55"
ZZY89RTG,webpage,2024,Gemma Team,Gemma model card,https://ai.google.dev/gemma/docs/core/model_card,Google,Gemma,"Question answering, summarization, and reasoning",General,"Ability to generate English-language text in response to the input, such as an answer to a question, or a summary of a document.",,,Pre-training and instruction tuning,Internal teams,internal,WinoGrande,,,,,
3W2UY9FD,webpage,2024,Meta,Llama 3.1 model card,https://github.com/meta-llama/llama-models/blob/main/models/llama3_1/MODEL_CARD.md,Meta,Llama 3.1,Helpfulness and safety,"Helpfulness, Safety","Align with human preferences for helpfulness and safety; respects the dignity and autonomy of all users, without insertion unnecessary judgment or normativity.","Meta internal values (openness, inclusivity and helpfulness)",internal,supervised fine-tuning (SFT) and reinforcement learning with human feedback (RLHF),,,Winogrande,,,,,
GMPNNKLY,document,,Anthropic,Claude 3.5 Sonnet Model Card Addendum,,Anthropic,Claude 3.5 Sonnet,Avoid unnecessary refusals with harmless prompts while maintaining appropriate caution with harmful content,Appropriate harmlessness,The model's ability to avoid unnecessary refusals with harmless prompts while maintaining appropriate caution with harmful content.,,,"Helpful, Honest, and Harmless (HHH) training",Anthropic,internal,XSTest,"P. Röttger, H. R. Kirk, B. Vidgen, G. Attanasio, F. Bianchi, and D. Hovy",academic,,,3
VPT2QWIY,preprint,2024,"OpenAI; Hurst, Aaron; Lerer, Adam; Goucher, Adam P.; Perelman, Adam; Ramesh, Aditya; Clark, Aidan; Ostrow, A. J.; Welihinda, Akila; Hayes, Alan; Radford, Alec; Mądry, Aleksander; Baker-Whitcomb, Alex; Beutel, Alex; Borzunov, Alex; Carney, Alex; Chow, Alex; Kirillov, Alex; Nichol, Alex; Paino, Alex; Renzin, Alex; Passos, Alex Tachard; Kirillov, Alexander; Christakis, Alexi; Conneau, Alexis; Kamali, Ali; Jabri, Allan; Moyer, Allison; Tam, Allison; Crookes, Amadou; Tootoochian, Amin; Tootoonchian, Amin; Kumar, Ananya; Vallone, Andrea; Karpathy, Andrej; Braunstein, Andrew; Cann, Andrew; Codispoti, Andrew; Galu, Andrew; Kondrich, Andrew; Tulloch, Andrew; Mishchenko, Andrey; Baek, Angela; Jiang, Angela; Pelisse, Antoine; Woodford, Antonia; Gosalia, Anuj; Dhar, Arka; Pantuliano, Ashley; Nayak, Avi; Oliver, Avital; Zoph, Barret; Ghorbani, Behrooz; Leimberger, Ben; Rossen, Ben; Sokolowsky, Ben; Wang, Ben; Zweig, Benjamin; Hoover, Beth; Samic, Blake; McGrew, Bob; Spero, Bobby; Giertler, Bogo; Cheng, Bowen; Lightcap, Brad; Walkin, Brandon; Quinn, Brendan; Guarraci, Brian; Hsu, Brian; Kellogg, Bright; Eastman, Brydon; Lugaresi, Camillo; Wainwright, Carroll; Bassin, Cary; Hudson, Cary; Chu, Casey; Nelson, Chad; Li, Chak; Shern, Chan Jun; Conger, Channing; Barette, Charlotte; Voss, Chelsea; Ding, Chen; Lu, Cheng; Zhang, Chong; Beaumont, Chris; Hallacy, Chris; Koch, Chris; Gibson, Christian; Kim, Christina; Choi, Christine; McLeavey, Christine; Hesse, Christopher; Fischer, Claudia; Winter, Clemens; Czarnecki, Coley; Jarvis, Colin; Wei, Colin; Koumouzelis, Constantin; Sherburn, Dane; Kappler, Daniel; Levin, Daniel; Levy, Daniel; Carr, David; Farhi, David; Mely, David; Robinson, David; Sasaki, David; Jin, Denny; Valladares, Dev; Tsipras, Dimitris; Li, Doug; Nguyen, Duc Phong; Findlay, Duncan; Oiwoh, Edede; Wong, Edmund; Asdar, Ehsan; Proehl, Elizabeth; Yang, Elizabeth; Antonow, Eric; Kramer, Eric; Peterson, Eric; Sigler, Eric; Wallace, Eric; Brevdo, Eugene; Mays, Evan; Khorasani, Farzad; Such, Felipe Petroski; Raso, Filippo; Zhang, Francis; Lohmann, Fred von; Sulit, Freddie; Goh, Gabriel; Oden, Gene; Salmon, Geoff; Starace, Giulio; Brockman, Greg; Salman, Hadi; Bao, Haiming; Hu, Haitang; Wong, Hannah; Wang, Haoyu; Schmidt, Heather; Whitney, Heather; Jun, Heewoo; Kirchner, Hendrik; Pinto, Henrique Ponde de Oliveira; Ren, Hongyu; Chang, Huiwen; Chung, Hyung Won; Kivlichan, Ian; O'Connell, Ian; O'Connell, Ian; Osband, Ian; Silber, Ian; Sohl, Ian; Okuyucu, Ibrahim; Lan, Ikai; Kostrikov, Ilya; Sutskever, Ilya; Kanitscheider, Ingmar; Gulrajani, Ishaan; Coxon, Jacob; Menick, Jacob; Pachocki, Jakub; Aung, James; Betker, James; Crooks, James; Lennon, James; Kiros, Jamie; Leike, Jan; Park, Jane; Kwon, Jason; Phang, Jason; Teplitz, Jason; Wei, Jason; Wolfe, Jason; Chen, Jay; Harris, Jeff; Varavva, Jenia; Lee, Jessica Gan; Shieh, Jessica; Lin, Ji; Yu, Jiahui; Weng, Jiayi; Tang, Jie; Yu, Jieqi; Jang, Joanne; Candela, Joaquin Quinonero; Beutler, Joe; Landers, Joe; Parish, Joel; Heidecke, Johannes; Schulman, John; Lachman, Jonathan; McKay, Jonathan; Uesato, Jonathan; Ward, Jonathan; Kim, Jong Wook; Huizinga, Joost; Sitkin, Jordan; Kraaijeveld, Jos; Gross, Josh; Kaplan, Josh; Snyder, Josh; Achiam, Joshua; Jiao, Joy; Lee, Joyce; Zhuang, Juntang; Harriman, Justyn; Fricke, Kai; Hayashi, Kai; Singhal, Karan; Shi, Katy; Karthik, Kavin; Wood, Kayla; Rimbach, Kendra; Hsu, Kenny; Nguyen, Kenny; Gu-Lemberg, Keren; Button, Kevin; Liu, Kevin; Howe, Kiel; Muthukumar, Krithika; Luther, Kyle; Ahmad, Lama; Kai, Larry; Itow, Lauren; Workman, Lauren; Pathak, Leher; Chen, Leo; Jing, Li; Guy, Lia; Fedus, Liam; Zhou, Liang; Mamitsuka, Lien; Weng, Lilian; McCallum, Lindsay; Held, Lindsey; Ouyang, Long; Feuvrier, Louis; Zhang, Lu; Kondraciuk, Lukas; Kaiser, Lukasz; Hewitt, Luke; Metz, Luke; Doshi, Lyric; Aflak, Mada; Simens, Maddie; Boyd, Madelaine; Thompson, Madeleine; Dukhan, Marat; Chen, Mark; Gray, Mark; Hudnall, Mark; Zhang, Marvin; Aljubeh, Marwan; Litwin, Mateusz; Zeng, Matthew; Johnson, Max; Shetty, Maya; Gupta, Mayank; Shah, Meghan; Yatbaz, Mehmet; Yang, Meng Jia; Zhong, Mengchao; Glaese, Mia; Chen, Mianna; Janner, Michael; Lampe, Michael; Petrov, Michael; Wu, Michael; Wang, Michele; Fradin, Michelle; Pokrass, Michelle; Castro, Miguel; Castro, Miguel Oom Temudo de; Pavlov, Mikhail; Brundage, Miles; Wang, Miles; Khan, Minal; Murati, Mira; Bavarian, Mo; Lin, Molly; Yesildal, Murat; Soto, Nacho; Gimelshein, Natalia; Cone, Natalie; Staudacher, Natalie; Summers, Natalie; LaFontaine, Natan; Chowdhury, Neil; Ryder, Nick; Stathas, Nick; Turley, Nick; Tezak, Nik; Felix, Niko; Kudige, Nithanth; Keskar, Nitish; Deutsch, Noah; Bundick, Noel; Puckett, Nora; Nachum, Ofir; Okelola, Ola; Boiko, Oleg; Murk, Oleg; Jaffe, Oliver; Watkins, Olivia; Godement, Olivier; Campbell-Moore, Owen; Chao, Patrick; McMillan, Paul; Belov, Pavel; Su, Peng; Bak, Peter; Bakkum, Peter; Deng, Peter; Dolan, Peter; Hoeschele, Peter; Welinder, Peter; Tillet, Phil; Pronin, Philip; Tillet, Philippe; Dhariwal, Prafulla; Yuan, Qiming; Dias, Rachel; Lim, Rachel; Arora, Rahul; Troll, Rajan; Lin, Randall; Lopes, Rapha Gontijo; Puri, Raul; Miyara, Reah; Leike, Reimar; Gaubert, Renaud; Zamani, Reza; Wang, Ricky; Donnelly, Rob; Honsby, Rob; Smith, Rocky; Sahai, Rohan; Ramchandani, Rohit; Huet, Romain; Carmichael, Rory; Zellers, Rowan; Chen, Roy; Chen, Ruby; Nigmatullin, Ruslan; Cheu, Ryan; Jain, Saachi; Altman, Sam; Schoenholz, Sam; Toizer, Sam; Miserendino, Samuel; Agarwal, Sandhini; Culver, Sara; Ethersmith, Scott; Gray, Scott; Grove, Sean; Metzger, Sean; Hermani, Shamez; Jain, Shantanu; Zhao, Shengjia; Wu, Sherwin; Jomoto, Shino; Wu, Shirong; Shuaiqi; Xia; Phene, Sonia; Papay, Spencer; Narayanan, Srinivas; Coffey, Steve; Lee, Steve; Hall, Stewart; Balaji, Suchir; Broda, Tal; Stramer, Tal; Xu, Tao; Gogineni, Tarun; Christianson, Taya; Sanders, Ted; Patwardhan, Tejal; Cunninghman, Thomas; Degry, Thomas; Dimson, Thomas; Raoux, Thomas; Shadwell, Thomas; Zheng, Tianhao; Underwood, Todd; Markov, Todor; Sherbakov, Toki; Rubin, Tom; Stasi, Tom; Kaftan, Tomer; Heywood, Tristan; Peterson, Troy; Walters, Tyce; Eloundou, Tyna; Qi, Valerie; Moeller, Veit; Monaco, Vinnie; Kuo, Vishal; Fomenko, Vlad; Chang, Wayne; Zheng, Weiyi; Zhou, Wenda; Manassra, Wesam; Sheu, Will; Zaremba, Wojciech; Patil, Yash; Qian, Yilei; Kim, Yongjik; Cheng, Youlong; Zhang, Yu; He, Yuchen; Zhang, Yuchen; Jin, Yujia; Dai, Yunxing; Malkov, Yury",GPT-4o System Card,http://arxiv.org/abs/2410.21276,OpenAI,GPT-4o,Scientific capabilities,,"Capability to facilitate mundane scientific acceleration (helping scientists do routine tasks faster) and transformative scientific acceleration, involving specialized scientific reasoning, tool use, and interpreting scientific figures.",,,,,,,,,External red teamers (expert scientists),Domain experts,"22, 23"
